day,barri,category,impact,description
2024-04-23,Sant Martí de Provençals,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Sants,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Sants - Badal,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Sarrià,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Torre Baró,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Vallbona,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Vallcarca i els Penitents,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Verdun,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,Vilapicina i la Torre Llobeta,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Baix Guinardó,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Barri Gòtic,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Besòs i el Maresme,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Bon Pastor,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Camp de l'Arpa del Clot,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Carmel,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Clot,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Coll,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Congrés i els Indians,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Fort Pienc,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Guinardó,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Parc i la Llacuna del Poblenou,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Poble-sec,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Poblenou,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Putxet i el Farró,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Raval,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,el Turó de la Peira,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Barceloneta,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Bordeta,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Clota,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Dreta de l'Eixample,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Font d'en Fargues,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Font de la Guatlla,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Guineueta,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Marina de Port,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Marina del Prat Vermell,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Maternitat i Sant Ramon,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Nova Esquerra de l'Eixample,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Prosperitat,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Sagrada Família,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Sagrera,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Salut,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Teixonera,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Trinitat Nova,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Trinitat Vella,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Vall d'Hebron,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Verneda i la Pau,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Vila Olímpica del Poblenou,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,la Vila de Gràcia,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,les Corts,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,les Roquetes,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-23,les Tres Torres,Traditional Festival,4,Diada de Sant Jordi 2024
2024-04-29,el Poble-sec,Sporting Event,4,La Liga - FC Barcelona vs Valencia CF (Jornada 33)
2024-05-05,"Sant Pere, Santa Caterina i la Ribera",Sporting Event,3,Cursa El Corte Inglés 2024
2024-05-05,el Barri Gòtic,Sporting Event,3,Cursa El Corte Inglés 2024
2024-05-05,l'Antiga Esquerra de l'Eixample,Sporting Event,3,Cursa El Corte Inglés 2024
2024-05-05,la Dreta de l'Eixample,Sporting Event,3,Cursa El Corte Inglés 2024
2024-05-05,la Nova Esquerra de l'Eixample,Sporting Event,3,Cursa El Corte Inglés 2024
2024-05-11,el Poble-sec,Sporting Event,5,La Liga - FC Barcelona vs Real Madrid (Jornada 35)
2024-05-13,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Real Sociedad (Jornada 35)
2024-05-18,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Villarreal (Jornada 37)
2024-05-19,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Rayo Vallecano (Jornada 37)
2024-05-29,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,5,Primavera Sound 2024 - Day 1
2024-05-29,el Besòs i el Maresme,Concert/Music Festival,5,Primavera Sound 2024 - Day 1
2024-05-30,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,5,Primavera Sound 2024 - Day 2
2024-05-30,el Besòs i el Maresme,Concert/Music Festival,5,Primavera Sound 2024 - Day 2
2024-05-31,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,5,Primavera Sound 2024 - Day 3
2024-05-31,el Besòs i el Maresme,Concert/Music Festival,5,Primavera Sound 2024 - Day 3
2024-06-01,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,5,Primavera Sound 2024 - Day 4
2024-06-01,el Besòs i el Maresme,Concert/Music Festival,5,Primavera Sound 2024 - Day 4
2024-06-02,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,5,Primavera Sound 2024 - Closing
2024-06-02,el Besòs i el Maresme,Concert/Music Festival,5,Primavera Sound 2024 - Closing
2024-06-11,el Poble-sec,Concert/Music Festival,5,Rammstein Concert (Estadi Olímpic)
2024-06-13,el Poble-sec,Concert/Music Festival,4,Sónar Festival 2024 - Day 1
2024-06-13,la Marina del Prat Vermell,Concert/Music Festival,4,Sónar Festival 2024 - Day 1
2024-06-14,el Poble-sec,Concert/Music Festival,4,Sónar Festival 2024 - Day 2
2024-06-14,la Marina del Prat Vermell,Concert/Music Festival,4,Sónar Festival 2024 - Day 2
2024-06-15,el Poble-sec,Concert/Music Festival,4,Sónar Festival 2024 - Day 3
2024-06-15,la Marina del Prat Vermell,Concert/Music Festival,4,Sónar Festival 2024 - Day 3
2024-06-20,el Poble-sec,Concert/Music Festival,5,Bruce Springsteen Concert (Estadi Olímpic)
2024-06-22,el Poble-sec,Concert/Music Festival,5,Bruce Springsteen Concert (Estadi Olímpic)
2024-07-06,el Poble-sec,Concert/Music Festival,5,Pearl Jam Concert (Palau Sant Jordi) - Night 1
2024-07-08,el Poble-sec,Concert/Music Festival,5,Pearl Jam Concert (Palau Sant Jordi) - Night 2
2024-07-10,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,3,Festival Cruïlla 2024 - Day 1
2024-07-10,el Besòs i el Maresme,Concert/Music Festival,3,Festival Cruïlla 2024 - Day 1
2024-07-10,el Poble-sec,Concert/Music Festival,3,Estopa Concert (Estadi Olímpic)
2024-07-11,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,3,Festival Cruïlla 2024 - Day 2
2024-07-11,el Besòs i el Maresme,Concert/Music Festival,3,Festival Cruïlla 2024 - Day 2
2024-07-12,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,3,Festival Cruïlla 2024 - Day 3
2024-07-12,el Besòs i el Maresme,Concert/Music Festival,3,Festival Cruïlla 2024 - Day 3
2024-07-13,Diagonal Mar i el Front Marítim del Poblenou,Concert/Music Festival,3,Festival Cruïlla 2024 - Day 4
2024-07-13,el Besòs i el Maresme,Concert/Music Festival,3,Festival Cruïlla 2024 - Day 4
2024-08-12,el Poble-sec,Sporting Event,2,Trofeo Joan Gamper - FC Barcelona vs Monaco (Final)
2024-08-24,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Athletic Club (Jornada 2)
2024-08-31,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Real Valladolid (Jornada 4)
2024-09-11,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Diada Nacional de Catalunya 2024 (Arc de Triomf focus)
2024-09-11,el Fort Pienc,Traditional Festival,4,La Diada Nacional de Catalunya 2024 (Arc de Triomf focus)
2024-09-20,Baró de Viver,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Can Baró,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Can Peguera,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Canyelles,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Ciutat Meridiana,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Horta,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Hostafrancs,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Montbau,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Navas,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Pedralbes,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Porta,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Provençals del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Sant Andreu,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Sant Antoni,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Sants,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Sants - Badal,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Sarrià,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Torre Baró,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Vallbona,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Verdun,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Baix Guinardó,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Barri Gòtic,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Bon Pastor,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Carmel,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Clot,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Coll,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Congrés i els Indians,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Fort Pienc,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Guinardó,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Poble-sec,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Poblenou,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Putxet i el Farró,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Raval,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,el Turó de la Peira,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Barceloneta,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Bordeta,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Clota,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Font d'en Fargues,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Font de la Guatlla,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Guineueta,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Marina de Port,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Prosperitat,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Sagrada Família,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Sagrera,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Salut,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Teixonera,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Trinitat Nova,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Trinitat Vella,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Vall d'Hebron,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Verneda i la Pau,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,la Vila de Gràcia,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,les Corts,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,les Roquetes,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-20,les Tres Torres,Traditional Festival,4,La Mercè 2024 - Day 1
2024-09-21,Baró de Viver,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Can Baró,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Can Peguera,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Canyelles,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Ciutat Meridiana,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Horta,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Hostafrancs,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Montbau,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Navas,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Pedralbes,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Porta,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Provençals del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Sant Andreu,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Sant Antoni,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Sants,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Sants - Badal,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Sarrià,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Torre Baró,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Vallbona,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Verdun,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Baix Guinardó,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Barri Gòtic,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Bon Pastor,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Carmel,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Clot,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Coll,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Congrés i els Indians,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Fort Pienc,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Guinardó,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Poble-sec,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Poblenou,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Putxet i el Farró,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Raval,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,el Turó de la Peira,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Barceloneta,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Bordeta,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Clota,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Font d'en Fargues,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Font de la Guatlla,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Guineueta,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Marina de Port,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Prosperitat,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Sagrada Família,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Sagrera,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Salut,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Teixonera,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Trinitat Nova,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Trinitat Vella,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Vall d'Hebron,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Verneda i la Pau,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,la Vila de Gràcia,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,les Corts,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,les Roquetes,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-21,les Tres Torres,Traditional Festival,4,La Mercè 2024 - Day 2
2024-09-22,Baró de Viver,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Can Baró,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Can Peguera,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Canyelles,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Ciutat Meridiana,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Horta,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Hostafrancs,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Montbau,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Navas,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Pedralbes,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Porta,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Provençals del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Sant Andreu,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Sant Antoni,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Sants,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Sants - Badal,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Sarrià,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Torre Baró,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Vallbona,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Verdun,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Baix Guinardó,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Barri Gòtic,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Bon Pastor,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Carmel,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Clot,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Coll,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Congrés i els Indians,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Fort Pienc,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Guinardó,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Poble-sec,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Poblenou,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Putxet i el Farró,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Raval,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,el Turó de la Peira,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Barceloneta,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Bordeta,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Clota,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Font d'en Fargues,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Font de la Guatlla,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Guineueta,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Marina de Port,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Prosperitat,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Sagrada Família,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Sagrera,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Salut,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Teixonera,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Trinitat Nova,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Trinitat Vella,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Vall d'Hebron,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Verneda i la Pau,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,la Vila de Gràcia,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,les Corts,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,les Roquetes,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-22,les Tres Torres,Traditional Festival,4,La Mercè 2024 - Day 3
2024-09-23,Baró de Viver,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Can Baró,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Can Peguera,Traditional Festival,4,La Mercè 2024 - Day 4
